16:51:05 | INFO    | 06_train_sequence | device=cuda progress=tqdm max_minutes=10.0
17:59:50 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch   5/60  train 0.12567  val 0.05709  lr 1.00e-03  0.4s  *
17:59:50 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch   6/60  train 0.12180  val 0.04777  lr 1.00e-03  0.4s  *
17:59:51 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch   7/60  train 0.11981  val 0.04793  lr 1.00e-03  0.4s
17:59:51 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch   8/60  train 0.11901  val 0.05023  lr 1.00e-03  0.4s
17:59:52 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch   9/60  train 0.11607  val 0.04694  lr 1.00e-03  0.4s  *
17:59:52 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  10/60  train 0.11582  val 0.04642  lr 1.00e-03  0.4s  *
17:59:53 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  11/60  train 0.11473  val 0.04560  lr 1.00e-03  0.5s  *
17:59:53 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  12/60  train 0.11290  val 0.04505  lr 1.00e-03  0.4s  *
17:59:54 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  13/60  train 0.11224  val 0.04502  lr 1.00e-03  0.4s
17:59:54 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  14/60  train 0.10907  val 0.04483  lr 1.00e-03  0.5s  *
17:59:55 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  15/60  train 0.10701  val 0.04313  lr 1.00e-03  0.4s  *
17:59:55 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  16/60  train 0.10614  val 0.04408  lr 1.00e-03  0.4s
17:59:56 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  17/60  train 0.10440  val 0.04525  lr 1.00e-03  0.4s
17:59:56 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  18/60  train 0.10284  val 0.04434  lr 1.00e-03  0.4s
17:59:57 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  19/60  train 0.10234  val 0.04690  lr 1.00e-03  0.4s
17:59:57 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  20/60  train 0.10219  val 0.05090  lr 5.00e-04  0.5s
17:59:58 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  21/60  train 0.09832  val 0.04334  lr 5.00e-04  0.4s
17:59:58 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  22/60  train 0.09890  val 0.04367  lr 5.00e-04  0.4s
17:59:59 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  23/60  train 0.09753  val 0.04493  lr 5.00e-04  0.4s
17:59:59 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  24/60  train 0.09821  val 0.04330  lr 5.00e-04  0.5s
18:00:00 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch  25/60  train 0.09693  val 0.04400  lr 2.50e-04  0.5s
18:00:00 | INFO    | 06_train_sequence |   gru_h32_l1_w24_H1_s42  RMSE   42.72  MAE   22.87  R2  0.784  skill -0.1677  (13089 params, 12 s, early stopping after 10 epochs without improvement)
18:00:00 | INFO    | 06_train_sequence | [2/675] gru_h32_l1_w24_H1_s1337
18:00:01 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337: 13089 params | train 27186 windows, val 6160 | 107 steps/epoch | matrix 30.8 MB on device
18:00:01 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch   1/60  train 1.72927  val 0.12581  lr 1.00e-03  0.4s  *
18:00:02 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch   2/60  train 0.16906  val 0.06081  lr 1.00e-03  0.5s  *
18:00:02 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch   3/60  train 0.14455  val 0.05208  lr 1.00e-03  0.4s  *
18:00:03 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch   4/60  train 0.13726  val 0.05044  lr 1.00e-03  0.4s  *
18:00:03 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch   5/60  train 0.13218  val 0.05604  lr 1.00e-03  0.4s
18:00:04 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch   6/60  train 0.13027  val 0.04794  lr 1.00e-03  0.4s  *
18:00:04 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch   7/60  train 0.12564  val 0.04623  lr 1.00e-03  0.4s  *
18:00:05 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch   8/60  train 0.12546  val 0.04753  lr 1.00e-03  0.5s
18:00:05 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch   9/60  train 0.12136  val 0.04611  lr 1.00e-03  0.4s  *
18:00:06 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch  10/60  train 0.11830  val 0.04480  lr 1.00e-03  0.4s  *
18:00:06 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch  11/60  train 0.11815  val 0.04830  lr 1.00e-03  0.4s
18:00:07 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch  12/60  train 0.11606  val 0.04848  lr 1.00e-03  0.4s
18:00:07 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch  13/60  train 0.11292  val 0.04471  lr 1.00e-03  0.4s
18:00:08 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch  14/60  train 0.11359  val 0.04634  lr 1.00e-03  0.4s
18:00:08 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch  15/60  train 0.11019  val 0.05127  lr 1.00e-03  0.4s
18:00:09 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch  16/60  train 0.10969  val 0.04637  lr 1.00e-03  0.4s
18:00:09 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch  17/60  train 0.10889  val 0.04366  lr 1.00e-03  0.4s  *
18:00:09 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch  18/60  train 0.10704  val 0.04302  lr 1.00e-03  0.4s  *
18:00:10 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch  19/60  train 0.10634  val 0.04593  lr 1.00e-03  0.5s
18:00:10 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch  20/60  train 0.10303  val 0.04457  lr 1.00e-03  0.5s
18:00:11 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch  21/60  train 0.10218  val 0.04269  lr 1.00e-03  0.4s  *
18:00:11 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s1337 epoch  22/60  train 0.10164  val 0.04585  lr 1.00e-03  0.4s
