model,horizon_h,stratum,group,n,rmse,mae,r2,smape,bias,reference_rmse,skill_vs_persistence
seasonal_naive,6,pollution,observed > 35 ug/m3,8109,77.28060013983215,48.380934763842646,0.2571775579687289,35.24799572143637,-2.6132692070538908,87.2195857314082,0.11395359778688996
seasonal_naive,6,pollution,observed <= 35 ug/m3,1168,33.142180217798604,20.46917808219178,-16.739547741044497,56.43867761452993,15.76541095890411,38.34002075874271,0.13557218900980483
climatology,6,overall,all,9277,65.2323478261321,42.719039964566,0.4964513374065306,37.474951231499695,-12.671684288423466,82.67135656366307,0.2109437834626754
climatology,6,season,monsoon (wet),3048,34.84162560277676,22.152756320972347,0.15469793221355466,41.95883021909212,-10.75868096110944,37.9777398884415,0.08257769669487924
climatology,6,season,dry,6229,75.78555682827735,52.78261879674989,0.3186129676722843,35.280881051024224,-13.607762975476467,97.32989532842825,0.22135376214524916
climatology,6,pollution,observed > 65 ug/m3,6171,76.28168030942102,53.325428282699654,0.21883747490581407,35.44881348888917,-26.12551617469998,96.68567753204954,0.2110343304556661
climatology,6,pollution,observed <= 65 ug/m3,3106,33.891422204488755,21.646270385943094,-3.8026258404120528,41.50048117665408,14.058385437981029,42.90220088705234,0.21003068598476005
climatology,6,pollution,observed > 35 ug/m3,8109,68.8472857734877,46.20587706259303,0.4104540085759327,35.4911766135139,-17.031790606123316,87.2195857314082,0.21064420111438975
climatology,6,pollution,observed <= 35 ug/m3,1168,29.836815652004578,18.511195762595815,-13.377564892474405,51.247578266813754,17.598951097045795,38.34002075874271,0.22178405067240703
sarimax,6,overall,all,9271,70.3677203828833,46.685783098406375,0.4138050215570933,40.21510743162524,-12.236734687422757,82.67135656366307,0.1488258653564618
sarimax,6,season,monsoon (wet),3048,34.43414494820358,25.34183332474116,0.1743543091769154,46.569134258842205,11.68189778339345,37.9777398884415,0.09330715705166037
sarimax,6,season,dry,6223,82.43871256359058,57.13996257938526,0.19384409520121315,37.10293102645775,-23.951983244557233,97.32989532842825,0.15299700790378046
sarimax,6,pollution,observed > 65 ug/m3,6165,82.62991640968787,56.89148741133376,0.08359400716042875,34.78789755959048,-31.380616665249537,96.68567753204954,0.14537583519236796
sarimax,6,pollution,observed <= 65 ug/m3,3106,35.04041948143288,26.428807216501255,-4.1337859724468435,50.98740262193247,25.761343996834196,42.90220088705234,0.18324890665439275
sarimax,6,pollution,observed > 35 ug/m3,8103,73.89154487107544,48.83120235398353,0.320732153431205,34.60735859897373,-18.58465132890205,87.2195857314082,0.15281018304049654
sarimax,6,pollution,observed <= 35 ug/m3,1168,37.748871132154875,31.801937012839854,-22.01379985878449,79.11886495814512,31.801937012839854,38.34002075874271,0.015418604760484733
ridge,6,overall,all,9277,62.90276929345677,38.95386714388541,0.5317746116377313,32.92337352768765,-7.21822479124612,82.67135656366307,0.2391225702820422
ridge,6,season,monsoon (wet),3048,31.89900718588123,19.76168955863629,0.2914517252360336,38.68404196218947,-12.052919827349527,37.9777398884415,0.1600604122419177
ridge,6,season,dry,6229,73.45056570545577,48.345062725814984,0.3599538901074639,30.104539463092767,-4.852491853367938,97.32989532842825,0.2453442443598084
ridge,6,pollution,observed > 65 ug/m3,6171,75.76714716750865,51.33805502180596,0.22934008705371645,32.24262249338348,-13.251446396375103,96.68567753204954,0.2163560405066901
